site_name,latitude,longitude,state,com_type,commod1,dep_type,prod_size,dev_stat,ore,work_type,hrock_type,arock_type
"7 Hermanos, Denuncio",-16.41438,-72.24961,Arequipa,N,Halite,,N,Occurrence,Caliche,,Clastic Sedimentary Rock,
"Yauca 33 Y 34, Denuncios",-15.58107,-74.49967,Arequipa,B,Copper,,Y,Occurrence,,Surface,,
"San Felipe, Mina",-15.58106,-71.80794,Arequipa,M,"Lead, Copper",,S,Past Producer,,Underground,,Andesite
"Satelite 20, Mina",-15.57273,-71.80794,Arequipa,M,Copper,,Y,Past Producer,Galena,,,"Volcanic Rock (Aphanitic),Andesite"
"Cuchilladas, Denuncio",-15.13108,-71.86628,Arequipa,M,"Silver, Gold",,Y,Past Producer,Argentite,,,
"El Arco De Cobre, Prospecto",-15.6644,-71.56627,Arequipa,M,Copper,,Y,Occurrence,,Underground,Volcanic Rock (Aphanitic),"Dacite,Andesite"
"La Verde, Mina",-15.25608,-74.63301,Arequipa,M,Copper,Stockwork,S,Prospect,,Underground,Plutonic Rock,Monzonite
"Lingo Cobre, Mina",-15.61579,-72.01767,Arequipa,M,Copper,,S,Prospect,Malachite,Underground,Volcanic Rock (Aphanitic),"Tuff,Volcanic Breccia (Agglomerate),Dacite,Andesite"
"San Francisco De Luis Orlando, Mina",-15.60441,-74.63579,Arequipa,M,Copper,,Y,Past Producer,,Underground,Volcanic Rock (Aphanitic),Andesite
"Santiago De Compostela No. 4a, Concesion Minera",-15.77523,-73.54771,Arequipa,M,Copper,,N,Occurrence,,,,Andesite
"Orcopampa, Mina",-15.25608,-72.34406,Arequipa,M,"Silver, Gold",,L,Past Producer,Galena,Underground,Clastic Sedimentary Rock,"Volcanic Rock (Aphanitic),Dacite,Latite"
"La Fortuna De Santa Ada No. 2, Mina",-15.38885,-74.87468,Arequipa,M,Copper,,S,Occurrence,Malachite,Underground,Volcanic Rock (Aphanitic),Tuff
"El Porvenir, Canteras",-16.20604,-71.6996,Arequipa,N,Flagstone,,S,Prospect,,Surface,Tuff,Tuff
"Posco, Mina",-15.96383,-73.18575,Arequipa,M,Gold,,L,Past Producer,"Electrum, Galena",Underground,Clastic Sedimentary Rock,"Monzonite,Diorite,Andesite"
"Las Clavelinas, Prospecto",-15.94439,-73.1177,Arequipa,M,"Gold, Silver",,M,Producer,,Underground,Clastic Sedimentary Rock,Volcanic Rock (Aphanitic)
"Campanario, Denuncio Por Relaves",-15.35941,-74.27467,Arequipa,M,Gold,,N,Past Producer,,,,
"Don Fabian, Denuncio Por Relaves",-15.31108,-74.30856,Arequipa,M,Gold,,N,Occurrence,,,,
"Susana, Mina",-15.6644,-73.83299,Arequipa,M,Gold,,Y,Occurrence,,Underground,,Diorite
"Hierro Atiquipa No. 2, Mina",-15.86745,-74.16799,Arequipa,M,Copper,,S,Prospect,Malachite,Underground,,Diorite
"San Francisco De Linga, Mina",-16.4477,-71.27959,Arequipa,M,Copper,,Y,Occurrence,"Atacamite, Malachite",Underground,Plutonic Rock,Diorite
"San Andres, Mina",-15.74079,-73.38881,Arequipa,M,Copper,,N,Occurrence,Malachite,Underground,Plutonic Rock,Granite
"Carerca, Mina",-15.16442,-72.89435,Arequipa,M,Copper,Manto,S,Occurrence,Malachite,Underground,Clastic Sedimentary Rock,Andesite
"De Hierro Pongo, Mina",-15.43663,-74.78912,Arequipa,B,Iron,,S,Prospect,,,,
"Aurora, Mina",-16.47937,-71.65877,Arequipa,M,"Copper, Silver",,S,Past Producer,Malachite,,,"Diorite,Gabbro,Granite"
"Violeta, Mina",-15.24775,-74.54967,Arequipa,M,Copper,,N,Occurrence,,Underground,,Diorite
"San Sebastian, Mina",-15.27192,-73.07547,Arequipa,M,"Lead, Zinc",,Y,Occurrence,Galena,Underground,Limestone,
"Murco, Mina",-16.07689,-71.90794,Arequipa,N,Graphite,,Y,Prospect,,,Metasedimentary Rock,
"Milagrosa De Acari, Concesion",-15.11858,-74.70301,Arequipa,M,Copper,,S,Prospect,Malachite,,,Volcanic Rock (Aphanitic)
"Huascar, Denuncio",-15.33108,-74.333,Arequipa,M,"Copper, Gold, Silver",,N,Occurrence,Malachite,,,Diorite
"Charco, Mina",-15.78106,-72.89963,Arequipa,M,Gold,,S,Prospect,,Underground,,Diorite
"Yoga Hatha, Mina",-16.53381,-71.44459,Arequipa,M,"Copper, Silver",,U,Occurrence,Malachite,Underground,,Diorite
"Cruz De Oro, Mina",-15.71717,-73.85633,Arequipa,M,Gold,,S,Prospect,,Underground,Clastic Sedimentary Rock,"Tonalite,Andesite"
"Coricancha, Derecho Minero",-15.89606,-73.19131,Arequipa,M,Gold,,N,Past Producer,,,,
"Arirahua, Mina",-15.65801,-72.93463,Arequipa,M,Gold,,S,Prospect,Galena,Underground,,"Dacite,Andesite"
"Chala, Denuncios",-15.8644,-74.24967,Arequipa,M,Gold,,N,Occurrence,,,,Granite
"San Arturo, Prospecto",-15.42274,-71.37431,Arequipa,M,"Copper, Silver",,N,Occurrence,"Galena, Malachite",,Volcanic Rock (Aphanitic),Andesite
"Lucerito, Prospecto",-15.47607,-71.3971,Arequipa,M,"Copper, Silver",,N,Occurrence,Malachite,Underground,Volcanic Rock (Aphanitic),Andesite
"Dilcia, Prospecto",-16.50603,-71.44626,Arequipa,M,Copper,,N,Occurrence,,Underground,,
"Neron 1, Mina",-16.55603,-71.41626,Arequipa,M,"Copper, Silver",,S,Prospect,,,,Quartzite
"Maria Del Carmen, Mina",-15.43663,-74.75301,Arequipa,M,Copper,,S,Prospect,,Underground,Plutonic Rock,"Diorite,Granite"
"San Jose, Mina",-15.5994,-71.80794,Arequipa,M,"Lead, Silver",,N,Occurrence,Galena,Surface,,Andesite
"Perla Escondida, Mina",-16.29771,-71.6946,Arequipa,B,"Manganese, Limestone, General",,Y,Prospect,,Underground,,Volcanic Rock (Aphanitic)
"Vicunita No. 1, Mina",-16.84769,-71.33292,Arequipa,M,Copper,,Y,Occurrence,"Atacamite, Malachite",,Volcanic Rock (Aphanitic),Andesite
"Lemuria 34, Mina",-15.16442,-71.83294,Arequipa,M,"Lead, Zinc, Silver, Copper, Gold",,S,Prospect,Galena,Underground,,Andesite
"La Madrugada, Mina",-15.85051,-74.08716,Arequipa,M,Copper,,N,Occurrence,Malachite,Surface,Clastic Sedimentary Rock,
"Lemuria 36, Mina",-15.16442,-71.83294,Arequipa,M,"Gold, Lead, Zinc, Silver, Copper",,S,Prospect,Galena,Underground,,Andesite
"San Fernando No. 1, Prospecto",-15.47607,-71.3971,Arequipa,M,"Copper, Silver",,N,Occurrence,"Galena, Malachite",,Volcanic Rock (Aphanitic),Andesite
"Virgen De Guadalupe, Denuncio",-15.33108,-74.333,Arequipa,M,"Copper, Silver, Gold",,Y,Occurrence,Malachite,,,Diorite
"Hornillos 3, Prospecto",-16.58103,-71.41626,Arequipa,M,Copper,,N,Occurrence,Malachite,Underground,,Diorite
"Nueva Mercedes, Mina",-15.88856,-73.04575,Arequipa,M,Gold,,S,Prospect,,,,Diorite
Senor De La Exaltacion Mina,-13.83336,-73.89799,Ayacucho,M,"Silver, Copper",,S,Past Producer,Malachite,Underground,"Dacite,Andesite",
De Saisa Minas,-15.00609,-74.41245,Ayacucho,M,"Gold, Copper",,S,Prospect,,,Plutonic Rock,Diorite
Alberto Leonidas No. 2 Prospecto,-15.24608,-73.84216,Ayacucho,M,"Gold, Copper",,S,Prospect,Malachite,,Limestone,Tonalite
Tres Marias Mina,-12.68228,-73.88244,Ayacucho,M,"Copper, Lead",,S,Prospect,Galena,,"Quartzite,Limestone",Andesite
San Cristobal Mina,-14.4175,-74.97663,Ayacucho,M,Copper,,S,Producer,"Atacamite, Malachite",Underground,Andesite,Andesite
San Antonio De Padua No. 5 Mina,-15.12803,-74.34134,Ayacucho,M,"Silver, Copper",,S,Producer,Malachite,Surface,Diorite,Diorite
Otoca Mina,-14.48499,-74.68357,Ayacucho,M,"Zinc, Lead, Silver, Copper",,S,Producer,Galena,Underground,"Dacite,Andesite","Dacite,Andesite"
Arriba Peru Mina,-14.27584,-73.97383,Ayacucho,M,Copper,,S,Producer,"Atacamite, Malachite",,Andesite,Andesite
Mina El Dorado Prospecto,-14.5086,-74.69885,Ayacucho,M,"Zinc, Lead, Silver",,S,Producer,,Underground,Diorite,Diorite
Cinco Amigos Mina,-14.20501,-75.03941,Ayacucho,M,Copper,,S,Occurrence,Malachite,,Granite,Granite
Aguas Verdes Mina,-15.31442,-73.88299,Ayacucho,M,"Silver, Copper",,M,Producer,Malachite,Underground,Limestone,Diorite
Pirca Grande Nro. 1 Mina,-14.71055,-74.74079,Ayacucho,M,"Copper, Gold",,S,Prospect,Malachite,,Granite,Granite
Cullioni I Mina,-13.07171,-73.78188,Ayacucho,M,"Copper, Zinc, Lead, Silver",,S,Producer,Galena,,Limestone,Andesite
Don Felipe Nro. 2 Mina,-14.65166,-73.96994,Ayacucho,M,"Silver, Gold, Copper",,S,Prospect,"Atacamite, Malachite",,Andesite,Andesite
Yaurilla Mina,-13.23588,-74.35328,Ayacucho,M,"Lead, Zinc, Silver",,S,Occurrence,Galena,,Quartzite,Quartzite
Paras Mina,-13.47281,-74.64135,Ayacucho,M,"Silver, Antimony",,S,Occurrence,,,Limestone,
Ccangoripa Derecho Minero,-15.07636,-74.29661,Ayacucho,M,"Silver, Gold",,S,Past Producer,Electrum,,"Diorite,Quartzite","Diorite,Quartzite"
San Esteban Nro.1 Mina,-13.91001,-73.80216,Ayacucho,M,"Silver, Gold, Copper",,S,Occurrence,Malachite,Underground,"Monzonite,Diorite","Monzonite,Diorite"
O'Onopa Prospecto,-13.48114,-74.44968,Ayacucho,M,"Lead, Silver, Copper",,S,Prospect,Malachite,,"Volcanic Breccia (Agglomerate),Andesite","Volcanic Breccia (Agglomerate),Andesite"
Yeseras De Atacocha,-13.06116,-74.37939,Ayacucho,N,Gypsum-Anhydrite,,S,Prospect,,,,
Los Dos Amigos Mina,-14.54194,-74.06466,Ayacucho,M,"Lead, Zinc, Silver",,S,Prospect,,,"Tuff,Trachyte","Tuff,Trachyte"
Libertad Mina,-13.33115,-74.59135,Ayacucho,M,"Copper, Zinc, Lead, Silver",,Y,Occurrence,Galena,Underground,Dacite,Dacite
Blenda Rubia Mina,-13.29754,-74.65135,Ayacucho,M,"Copper, Silver",,S,Occurrence,,,"Volcanic Breccia (Agglomerate),Andesite","Volcanic Breccia (Agglomerate),Andesite"
Maria Mercedes I Mina,-13.5067,-74.65412,Ayacucho,M,Antimony,,S,Producer,,,Limestone,
Juan Jose Mina,-13.5467,-74.62524,Ayacucho,M,Lead,,N,Occurrence,,,,
Monserrat Mina,-13.54837,-74.62412,Ayacucho,M,Lead,,N,Occurrence,,,,
Tupac Amaru Mina,-13.54503,-74.62607,Ayacucho,M,Lead,,N,Occurrence,,,,
Eliana Mina,-15.31775,-73.98577,Ayacucho,M,"Silver, Lead, Zinc",,S,Producer,,Underground,Shale,"Diorite,Andesite"
Carmencita I Mina,-13.59725,-74.23606,Ayacucho,N,Gypsum-Anhydrite,,S,Producer,,Surface,Shale,
Milagro De San Martin Mina,-14.59083,-74.05994,Ayacucho,M,"Zinc, Lead, Silver",,S,Prospect,Galena,,"Tuff,Trachyte,Andesite","Tuff,Trachyte,Andesite"
Monserrat I Mina,-13.7478,-74.06466,Ayacucho,M,"Gold, Copper",,S,Prospect,Malachite,,Diorite,Diorite
San Cayetano Mina,-14.79776,-73.32547,Ayacucho,M,Gold,,N,Occurrence,,,,
Jane Ii Mina,-15.27942,-73.91799,Ayacucho,M,Copper,,S,Occurrence,,,"Quartzite,Limestone",Andesite
Area Santa Rosa Prospecto,-13.90473,-73.76216,Ayacucho,M,"Gold, Copper",,S,Occurrence,,,Metavolcanic Rock,Metavolcanic Rock
Area De Puyhuani Prospecto,-13.92362,-73.78549,Ayacucho,M,"Gold, Copper",,S,Occurrence,,,Metavolcanic Rock,Metavolcanic Rock
Huampo Grande Prospecto,-13.94779,-73.75105,Ayacucho,M,Copper,,S,Occurrence,,,Granite,Granite
La Inmaculada 1 Denuncio,-14.87165,-74.15717,Ayacucho,M,"Lead, Zinc, Copper, Gold, Silver",,S,Prospect,Argentite,,"Dacite,Andesite","Dacite,Andesite"
San Isaac No. 3 Denuncio,-12.83116,-74.19967,Ayacucho,M,"Lead, Silver, Zinc",,Y,Occurrence,Galena,,"Slate,Limestone",
Santa Rosa De Ocana Nro.1 Denuncio,-14.44361,-74.83718,Ayacucho,M,"Silver, Copper",,S,Occurrence,Malachite,Underground,Slate,Slate
Arriba Peru Mina,-13.48948,-74.49135,Ayacucho,M,Copper,,S,Prospect,,,Andesite,Andesite
Carlota Segunda Mina,-14.42167,-74.97191,Ayacucho,M,Copper,,S,Prospect,Malachite,,Diorite,Diorite
Fray Martin Mina,-13.8728,-73.88799,Ayacucho,M,"Molybdenum, Silver, Copper",,S,Occurrence,Malachite,,"Limestone,Tuff,Andesite","Tuff,Andesite"
Senor De Los Milagros De Puquio Mina,-14.51444,-74.01633,Ayacucho,M,"Lead, Silver, Zinc",,S,Prospect,Galena,,Monzonite,Monzonite
Divino Luren No.2 Mina,-14.66721,-74.88162,Ayacucho,M,Copper,,S,Prospect,Malachite,,Andesite,Andesite
Ccusicoyllur Mina,-12.80061,-74.01634,Ayacucho,M,"Copper, Lead, Silver",,S,Prospect,Galena,,Slate,
San Isidro De Malco Mina,-15.20469,-74.04133,Ayacucho,M,Copper,,N,Occurrence,,,,
Acapa Mina,-13.08115,-73.78633,Ayacucho,M,"Lead, Copper, Zinc",,S,Occurrence,Galena,,"Shale,Limestone",
Compenja Mina,-13.08476,-73.74077,Ayacucho,M,"Copper, Lead, Zinc, Silver",,S,Occurrence,Galena,,"Shale,Limestone",
Punco Mina,-13.10921,-73.74049,Ayacucho,M,"Iron, Copper",,S,Occurrence,,,Limestone,
Ichurutuna Mina,-13.1006,-73.75383,Ayacucho,M,"Copper, Zinc, Lead",,S,Occurrence,Galena,,Limestone,
Cerro Luicho Zona,-15.23108,-73.29964,Ayacucho,M,Gold,,Y,Occurrence,,,,
Rosario Mina,-13.33115,-74.59135,Ayacucho,M,"Lead, Copper, Zinc",,Y,Occurrence,Galena,,"Volcanic Breccia (Agglomerate),Andesite","Volcanic Breccia (Agglomerate),Andesite"
Calizas De Simpapata,-13.08115,-74.25939,Ayacucho,N,"Limestone, General",,N,Occurrence,,,Shale,
Area Anomala De Socos,-13.21782,-74.2905,Ayacucho,M,Copper,,Y,Occurrence,,,Dacite,Dacite
Marmol De Huallas,-13.86724,-73.99688,Ayacucho,N,"Marble, Dimension",,Y,Occurrence,,,"Diorite,Limestone",Diorite
Diatomitas De Huamanga,-13.0095,-74.10661,Ayacucho,N,Diatomite,,S,Producer,,,,
Puzzolanas De Pacaycasa,-13.052,-74.21273,Ayacucho,N,Cement Rock,,Y,Occurrence,,,,
La Brea De Chumpi,-15.08831,-73.74521,Ayacucho,,Peat,,S,Prospect,,,,
Area Anomala De San Vicente,-15.25608,-74.183,Ayacucho,M,Copper,,Y,Occurrence,Malachite,,Tonalite,Tonalite
Area Anomala De Cuco,-15.07275,-74.32467,Ayacucho,M,"Molybdenum, Zinc, Copper",,Y,Occurrence,Malachite,,"Tonalite,Diorite","Tonalite,Diorite"
Area Anomala De Chaipi,-15.42274,-73.96633,Ayacucho,M,"Molybdenum, Zinc, Copper",,Y,Occurrence,Malachite,,"Tonalite,Diorite","Tonalite,Diorite"
Huancasancos Deposito,-13.91446,-74.333,Ayacucho,M,"Silver, Lead, Copper, Iron",,Y,Occurrence,,,,
Ascencion Del Senor Deposito,-12.87894,-74.2155,Ayacucho,M,"Zinc, Lead",,Y,Occurrence,Galena,,Slate,
Ccorihuilca Mina,-12.82283,-74.21273,Ayacucho,M,"Lead, Silver",,Y,Occurrence,Galena,,Limestone,
Elsa Veta,-12.69784,-74.04967,Ayacucho,M,Lead,,Y,Occurrence,Galena,,,
Paulita P Deposito,-12.28118,-74.48301,Ayacucho,M,Lead,,Y,Occurrence,Galena,,Slate,
Piedra Lipe Veta,-15.20608,-73.82466,Ayacucho,M,"Copper, Silver, Gold, Zinc, Lead",,Y,Occurrence,Galena,,"Diorite,Limestone",Diorite
Porfia Deposito,-14.28222,-74.57218,Ayacucho,M,"Copper, Zinc, Lead",,Y,Occurrence,Galena,,"Slate,Plutonic Rock",
Cerro Apongo,-14.01446,-73.93299,Ayacucho,M,"Lead, Silver",,Y,Occurrence,,,,
Vilcanchos Deposito,-13.60614,-74.53024,Ayacucho,M,"Lead, Silver",,Y,Occurrence,,,,
Totos Deposito,-13.56114,-74.52107,Ayacucho,M,"Lead, Silver",,Y,Occurrence,,,,
Avelina P Prospecto,-13.0145,-73.97049,Ayacucho,M,"Zinc, Silver, Lead",,Y,Occurrence,Galena,,Slate,
Polla P Prospecto,-13.0145,-73.97049,Ayacucho,M,"Zinc, Silver, Lead",,Y,Occurrence,Galena,,Slate,
Consuelo Mina,-14.47556,-74.69135,Ayacucho,M,"Silver, Lead",,Y,Occurrence,,Underground,Granite,Granite
Pozo Rico F Prospecto,-14.61444,-74.233,Ayacucho,M,"Copper, Zinc, Silver, Lead",,Y,Occurrence,Galena,,Andesite,Andesite
Santiago G Mina,-12.83116,-74.29967,Ayacucho,M,"Zinc, Lead",,Y,Occurrence,Galena,,Slate,
Milagro Deposito,-13.40475,-74.8608,Ayacucho,M,"Lead, Zinc",,Y,Occurrence,Galena,,Limestone,
Teteminas-Dolar Deposito,-13.39059,-74.69135,Ayacucho,M,"Zinc, Lead, Copper",,Y,Occurrence,Galena,,,
Yanacocha Deposito,-13.43337,-74.74412,Ayacucho,M,"Lead, Zinc, Copper",,Y,Occurrence,Galena,,Andesite,Andesite
Curaca-Cacique Deposito,-14.36028,-73.87188,Ayacucho,M,"Silver, Lead",,Y,Occurrence,Galena,,Limestone,
Rosa Deposito,-14.36028,-73.87188,Ayacucho,M,"Zinc, Lead",,Y,Occurrence,,,Limestone,
San Antonio Mina,-14.36028,-73.87188,Ayacucho,M,Lead,,Y,Occurrence,Galena,,,
Eric G Prospecto,-15.30469,-74.00383,Ayacucho,M,Lead,,Y,Occurrence,Galena,,,
Jupiter Denuncio,-15.29775,-73.97466,Ayacucho,M,"Copper, Silver",,Y,Occurrence,Galena,,,
Urano Denuncio,-15.29775,-73.97466,Ayacucho,M,"Lead, Copper, Silver",,Y,Occurrence,Galena,,,
Saturno Denuncio,-15.29775,-73.97466,Ayacucho,M,"Gold, Copper",,Y,Occurrence,,,"Limestone,Granite",Granite
Choclon Mina,-15.23108,-73.30797,Ayacucho,M,Gold,,Y,Occurrence,,,Quartzite,
Veta Nueva Mina,-15.23108,-73.30797,Ayacucho,M,Gold,,Y,Occurrence,,,Quartzite,
Descubridora Mina,-15.23108,-73.30797,Ayacucho,M,Gold,,Y,Occurrence,,,Quartzite,
Sobrecapilla Mina,-15.23108,-73.30797,Ayacucho,M,Gold,,Y,Occurrence,,,Quartzite,
Razuhuilca Cerro,-12.8645,-74.1455,Ayacucho,M,Lead,,Y,Occurrence,Galena,,Trachyte,Trachyte
El Jardin De Plata Mina,-12.82283,-74.208,Ayacucho,M,"Lead, Silver",,Y,Occurrence,Galena,,Limestone,
Hulla De Tambo,-12.9395,-74.02049,Ayacucho,,Peat,,Y,Occurrence,,,Limestone,
Santiago Mina,-12.69784,-74.19967,Ayacucho,M,"Lead, Zinc, Silver",,Y,Occurrence,,,,
Diatomitas De Quicapata,-13.18199,-74.22717,Ayacucho,N,Diatomite,,Y,Prospect,,,,
"Porvenir, Mina.",-14.37138,-71.1007,Cusco,M,Antimony,,S,Producer,,Underground,,
Sayapullo,-7.58999,-78.46367,Cajamarca,M,"Silver, Copper",,M,Producer,Galena,,,Dacite
Los Mantos,-6.74587,-78.60951,Cajamarca,M,"Lead, Copper, Silver",Stockwork,S,Prospect,,,,
Paccha,-6.74587,-78.60951,Cajamarca,M,"Zinc, Silver, Copper, Lead",,S,Prospect,"Argentite, Galena",,"Slate,Shale,Limestone",Plutonic Rock
Pozos Ricos,-6.74587,-78.60951,Cajamarca,M,"Copper, Lead, Silver",,S,Prospect,"Argentite, Galena",,,
Predilecta,-6.75476,-78.597,Cajamarca,M,"Lead, Zinc, Copper",,S,Prospect,"Argentite, Galena",,,
San Francisco De Asis,-7.47362,-78.81507,Cajamarca,M,Antimony,,Y,Occurrence,,Underground,Diorite,Diorite
Casaden,-7.19196,-78.66646,Cajamarca,M,"Lead, Zinc, Copper, Silver, Gold",,Y,Occurrence,Galena,,,
Alfa Y Arpon,-6.74587,-78.60951,Cajamarca,M,"Copper, Lead, Gold, Silver, Zinc",,M,Producer,,,Limestone,Diorite
David,-7.54138,-78.31145,Cajamarca,M,"Silver, Gold, Copper",,N,Occurrence,,,,
Ramon,-7.35584,-78.81062,Cajamarca,M,Antimony,,S,Prospect,,Surface,,
"Potosi No. 1, Mina.",-14.3311,-71.13709,Cusco,M,Antimony,,N,Occurrence,,,Slate,
Colquirrumi,-6.75753,-78.60979,Cajamarca,M,"Zinc, Copper, Lead, Silver",,N,Producer,Galena,,Limestone,Diorite
La Purisima,-7.0314,-78.86646,Cajamarca,M,"Gold, Silver",,Y,Occurrence,,,,
Volare,-6.74587,-78.60951,Cajamarca,M,"Silver, Copper",,U,Prospect,,,Monzonite,Monzonite
Verdecita,-6.74587,-78.60951,Cajamarca,M,"Silver, Copper",Stockwork,U,Occurrence,,,Monzonite,Monzonite
El Amaro,-6.74587,-78.60951,Cajamarca,M,"Zinc, Lead, Copper, Silver",Stockwork,Y,Occurrence,,,Limestone,Monzonite
Occidental,-7.24807,-78.81646,Cajamarca,M,"Zinc, Lead, Silver",,Y,Past Producer,Galena,,,Andesite
El Dorado,-6.74587,-78.60951,Cajamarca,M,"Zinc, Copper, Lead, Silver",,M,Producer,Galena,,Shale,Diorite
San Agustin # 5,-7.42139,-78.5395,Cajamarca,M,Copper,,N,Occurrence,,,,
Cambray,-7.59888,-78.03588,Cajamarca,M,Gold,,N,Occurrence,,,Diorite,Diorite
Saucepamapa Ii,-6.99641,-78.09144,Cajamarca,M,"Silver, Gold",,N,Occurrence,,,,
Japon 13 Y Quijote,-6.74587,-78.60951,Cajamarca,M,"Lead, Zinc, Silver, Gold, Copper",,Y,Prospect,Galena,,Quartzite,"Monzonite,Diorite"
Cerro Azul,-7.07918,-78.342,Cajamarca,M,"Zinc, Copper, Lead, Silver",,S,Prospect,Galena,,,
Soledad,-6.84947,-78.58172,Cajamarca,M,"Zinc, Copper, Silver, Lead",,S,Prospect,Galena,,Limestone,Diorite
Nevado,-6.8503,-78.58256,Cajamarca,M,"Copper, Lead, Silver",,N,Occurrence,,,,
Natividad,-7.58999,-78.46367,Cajamarca,M,"Gold, Silver, Zinc, Copper, Lead",,S,Prospect,Galena,,,Dacite
Caprichosa,-7.1864,-78.95312,Cajamarca,M,"Copper, Lead, Silver",,N,Occurrence,,,Limestone,
Canon,-6.75476,-78.597,Cajamarca,M,"Gold, Zinc, Lead, Silver",,S,Prospect,,,Limestone,Diorite
Rambran,-6.51893,-78.31922,Cajamarca,M,Copper,,Y,Prospect,,,Limestone,
Algamarca,-7.60166,-78.24311,Cajamarca,M,"Copper, Silver",,Y,Prospect,,,Quartzite,Trachyte
Progreso A,-6.90614,-78.90785,Cajamarca,M,"Copper, Silver",,Y,Past Producer,,,Limestone,Diorite
Normita I,-6.74587,-78.60951,Cajamarca,M,"Silver, Copper",,S,Occurrence,,,Monzonite,Monzonite
Cleopatra,-6.74587,-78.60951,Cajamarca,M,"Silver, Copper",,S,Prospect,,,Tonalite,Tonalite
Santa Juana # 1,-7.20168,-78.78812,Cajamarca,M,"Copper, Silver",,U,Occurrence,,,Andesite,Andesite
Inquisicion,-6.75753,-78.60979,Cajamarca,M,"Silver, Copper",,S,Prospect,,,Limestone,Monzonite
Navidad 75,-6.73948,-78.58089,Cajamarca,M,"Zinc, Lead",,S,Occurrence,Galena,,Limestone,
Hierro Cascas,-7.35584,-78.81062,Cajamarca,M,Iron,,S,Prospect,,Surface,Clastic Sedimentary Rock,Diorite
"Plomo Pilcay Iii, Iv Y Vi",-7.21529,-78.83757,Cajamarca,M,"Copper, Silver, Zinc, Lead",,Y,Prospect,Galena,,,
Celendinita,-6.89252,-78.17533,Cajamarca,N,Calcium,,Y,Prospect,,,"Quartzite,Shale",
Pinipata,-6.74587,-78.60951,Cajamarca,N,Graphite,,U,Occurrence,,,Limestone,
Palo Santo Y Cerro Colorado,-7.35112,-78.8384,Cajamarca,N,Kaolin,,S,Prospect,,,Shale,Diorite
El Papelillo,-7.1964,-78.32422,Cajamarca,M,"Gold, Magnesite",,S,Occurrence,,,,
Alcaparrosa,-7.15113,-78.86646,Cajamarca,N,"Marble, Dimension, Kaolin, Stone",,S,Prospect,,,,
San Martin U.T.,-7.35584,-78.81062,Cajamarca,M,Magnesite,,S,Prospect,,Surface,Slate,
San Felipe,-5.75674,-79.31702,Cajamarca,N,"Kaolin, Barium-Barite",,S,Prospect,,,,
"Virgen De Las Mercedes, Mina.",-13.83473,-71.5071,Cusco,M,Copper,,Y,Past Producer,,Surface/Underground,Schist,
"Sol De Cobre Adolfo, Mina.",-13.83751,-71.47821,Cusco,M,Copper,,N,Occurrence,,,Slate,
"Leila, Mina",-14.30334,-71.24015,Cusco,M,"Silver, Copper",,N,Producer,Malachite,Surface/Underground,,
"Alcumbrera No. 2, Mina",-13.55808,-71.8885,Cusco,M,"Silver, Copper",,S,Producer,Malachite,Underground,,
"Maria Dora, Mina",-14.44777,-71.03292,Cusco,M,"Gold, Copper, Silver",,U,Producer,Malachite,,,Diorite
"Santa Toribia,Mina",-14.95358,-71.70627,Cusco,M,Copper,,N,Occurrence,,,,Andesite
"Cerro Azul, Mina.",-13.25059,-71.93961,Cusco,M,Silver,,S,Prospect,,Surface,Andesite,
"San Cipriano No. 2 , Mina.",-12.8645,-72.06629,Cusco,M,"Silver, Copper",,Y,Past Producer,Malachite,,Slate,
"Cancio Huamanhuata, Prospecto.",-13.23671,-71.89322,Cusco,M,"Silver, Copper",,N,Occurrence,,,,
"Lucero No. 4 , Mina.",-12.78672,-72.16629,Cusco,M,"Lead, Copper, Silver",,Y,Past Producer,Galena,Underground,Slate,
"Lucero No. 2, Mina",-12.78033,-72.14406,Cusco,M,"Lead, Copper, Silver",,S,Producer,Galena,Underground,Slate,Dacite
"Caliza Azul, Mina",-14.26389,-71.80905,Cusco,M,"Lead, Silver",,Y,Occurrence,Galena,Surface,Limestone,Diorite
"Quimbalete, Mina",-14.33722,-71.80905,Cusco,M,Copper,,S,Past Producer,Malachite,Unknown,Limestone,Diorite
"Providencia D, Mina",-14.34639,-71.79017,Cusco,M,Copper,,S,Past Producer,,,Limestone,Diorite
Las Flores No. 3,-14.41083,-71.29959,Cusco,M,"Silver, Copper",,U,Occurrence,Malachite,Surface,,
"Cruz De Oscollo, Mina.",-13.85501,-71.49404,Cusco,M,"Copper, Silver",,U,Occurrence,,Underground,Slate,
"Carmen, Mina.",-14.26695,-71.2357,Cusco,M,Copper,,U,Occurrence,Malachite,Surface,Clastic Sedimentary Rock,
"Willy, Mina.",-14.39666,-71.26348,Cusco,M,"Silver, Copper",,U,Occurrence,Malachite,Surface,Clastic Sedimentary Rock,
"Silvia I, Prospecto.",-14.36138,-71.84711,Cusco,M,Copper,,U,Occurrence,Malachite,Surface,Dacite,
"Angel, Mina",-13.03115,-70.93959,Cusco,M,Gold,Placer,M,Past Producer,,Underground,"Shale,Dacite",
"16 De Octubre, Mina",-13.36142,-72.87131,Cusco,M,"Lead, Silver",,Y,Producer,,Underground,"Clastic Sedimentary Rock,Shale",Diorite
"Clara Luz,Mina",-14.38777,-71.28598,Cusco,M,"Silver, Copper",,S,Producer,Malachite,Surface,,
